,client_id,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age_na,campaign_na,pdays_na,previous_na,emp.var.rate_na,cons.price.idx_na,cons.conf.idx_na,euribor3m_na,nr.employed_na,subscribe
21,6134,35.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,8.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0
22,33523,32.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,10.0,2.0,7.0,1.0,3.0,1.0,1.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
23,21812,49.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,2.0,8.0,2.0,3.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
24,39895,45.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,10.0,3.0,6.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
25,9326,33.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,2.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
26,26510,34.0,5.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,5.0,3.0,7.0,1.0,2.0,2.0,2.0,8.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
27,20960,57.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,6.0,2.0,7.0,1.0,3.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
28,14403,50.0,8.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,10.0,3.0,6.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
29,28799,49.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,4.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
30,26836,41.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
31,12049,37.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
32,15150,37.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,8.0,0.0,4.0,1.0,1.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
33,5027,44.0,7.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,10.0,2.0,6.0,2.0,3.0,1.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
34,32606,30.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,10.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
35,16152,44.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,7.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
36,14215,33.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
37,14287,35.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0,3.0,7.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
38,23194,30.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.97,5228.1,10.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
39,24558,40.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,8.0,2.0,4.0,0.0,3.0,1.0,1.0,8.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
40,14491,66.0,1.0,961.4132223063336,1.0,-1.1,94.199,-37.5,0.881,4963.6,6.0,2.0,8.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0
41,17413,33.0,3.0,999.0,0.0,-2.9,92.963,-40.8,1.262,5076.2,4.0,4.0,7.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
42,12048,27.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,10.0,3.0,6.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0
43,40503,53.0,1.0,3.0,1.0,-3.4,92.379,-29.8,0.77,5017.5,10.0,2.0,6.0,1.0,1.0,1.0,1.0,10.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1
44,34724,47.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,8.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
45,20477,44.0,6.0,999.0,0.0,1.4,93.444,-36.1,3.632586583148111,5228.1,10.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0
46,31542,30.0,7.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
47,37001,28.0,8.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,8.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
48,21069,24.0,3.0,999.0,1.0,-1.7,94.215,-40.3,0.835,4991.6,9.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0
49,30575,45.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,5.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
50,33753,50.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,10.0,3.0,7.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
51,18891,44.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
52,16579,34.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,2.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
53,26801,47.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
54,25902,48.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
55,28078,34.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,8.0,3.0,3.0,1.0,3.0,3.0,1.0,8.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
56,3833,33.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0,1.0,7.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
57,26028,58.0,4.0,999.0,0.0,1.4,93.57624839800191,-42.7,4.961,5228.1,1.0,2.0,7.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,0,0,0,0,0,1,0,0,0,0
58,17533,29.0,12.0,999.0,0.0,0.08843962692210737,93.918,-42.7,4.962,5228.1,1.0,3.0,7.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0
59,37783,29.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
60,30571,53.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
61,8986,26.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
62,6601,47.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
63,618,39.0,7.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
64,31517,37.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
65,539,37.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,7.0,3.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
66,32263,33.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,2.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
67,3625,58.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6.0,2.0,6.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
68,15582,26.0,2.5801889175127544,999.0,0.0,-1.8,92.893,-46.2,1.259,5099.1,9.0,3.0,6.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1
69,19392,41.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,2.0,2.0,3.0,1.0,3.0,3.0,1.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
70,2211,32.0,2.0,999.0,0.0,-0.1,93.2,-42.0,3.632586583148111,5195.8,3.0,2.0,7.0,1.0,1.0,1.0,2.0,8.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0
71,2286,48.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,7.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
72,18762,51.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,7.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1
73,32281,45.0,2.5801889175127544,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,1.0,1.0,4.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1
74,7826,41.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,5.0,2.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
75,14751,31.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1.0,3.0,3.0,1.0,3.0,1.0,1.0,7.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0
76,24263,39.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.483,5099.1,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0
77,25449,31.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,10.0,2.0,7.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
78,40849,37.0,1.0,999.0,2.0,-1.7,94.055,-39.8,0.719,4991.6,1.0,2.0,7.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0
79,10687,36.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,10.0,2.0,7.0,1.0,1.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
80,12637,33.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,2.0,2.0,3.0,1.0,3.0,1.0,1.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1
81,20193,31.0,8.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,2.0,3.0,3.0,1.0,3.0,1.0,1.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
82,1165,40.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
83,31665,43.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,3.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
84,22467,25.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.825,5076.2,9.0,3.0,8.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
85,18496,42.0,1.0,999.0,1.0,-2.9,92.201,-31.4,0.879,5076.2,10.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0
86,19419,49.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,11.0,1.0,7.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
87,15703,59.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,1.0,0.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
88,6623,33.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,10.0,2.0,7.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
89,8983,35.0,1.0,4.0,2.0,-3.4,92.431,-26.9,0.754,5017.5,1.0,2.0,4.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0
90,37769,29.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
91,29479,38.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,10.0,2.0,6.0,1.0,3.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
92,5407,73.0,1.0,999.0,0.0,-1.7,94.027,-38.3,0.904,4991.6,6.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
93,32634,54.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
94,12585,37.0,34.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
95,21085,35.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,5.0,2.0,7.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
96,21099,52.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,1.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0
97,25442,28.0,2.0,961.4132223063336,2.0,-1.7,94.027,-38.3,0.9,4991.6,9.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,0,0,1,0,0,0,0,0,0,0
98,36940,45.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
99,40153,65.0,3.0,999.0,1.0,-3.0,92.713,-33.0,0.715,5023.5,5.0,2.0,8.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,1
100,31919,56.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,10.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
101,3814,29.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,2.0,2.0,3.0,1.0,3.0,1.0,1.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
102,8176,52.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,6.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
103,10833,31.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,7.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
104,17746,37.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,7.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
105,31,28.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,0.0,3.0,7.0,2.0,1.0,1.0,1.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
106,4620,34.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
107,3247,32.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,2.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
108,24016,30.0,6.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,1.0,3.0,7.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
109,33027,44.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,8.0,2.0,4.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
110,11256,43.0,9.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,10.0,1.0,8.0,1.0,1.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
111,23900,26.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
112,2450,32.0,7.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
113,1673,47.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,4.0,2.0,7.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
114,18144,35.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,8.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0
115,25243,40.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,10.0,2.0,6.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0
116,13431,33.0,9.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,1.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
117,34728,34.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,10.0,3.0,7.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
118,1060,38.0,1.0,6.0,1.0,-1.8,93.749,-34.6,0.659,5008.7,1.0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1
119,13179,56.0,11.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,8.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
120,1204,29.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,11.0,2.0,7.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
121,24111,37.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,10.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
122,9919,30.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,3.0,3.0,7.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1
123,7880,39.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,1.0,3.0,7.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0
124,2096,28.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
125,20873,57.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,5.0,1.0,7.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
126,24522,33.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,8.0,1.0,4.0,1.0,3.0,1.0,2.0,7.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0
127,24696,45.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0.0,2.0,4.0,1.0,3.0,1.0,2.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0
128,19955,36.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,1.0,2.0,7.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
129,14417,38.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,10.0,3.0,6.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0
130,5596,36.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,2.0,6.0,2.0,3.0,3.0,2.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
131,40276,59.0,1.0,999.0,0.0,-2.9,92.469,-33.6,1.085,5076.2,1.0,2.0,7.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0
